Country Code,Year,life_expectancy
SDN,1973,53.069
SEN,1973,42.557
SGP,1973,69.7398048780488
SLB,1973,58.594
SLE,1973,40.217
SLV,1973,54.048
SOM,1973,46.131
SRB,1973,67.5273902439024
SSD,1973,36.479
STP,1973,57.941
SUR,1973,60.697
SVK,1973,70.0213902439024
SVN,1973,69.4048780487805
SWE,1973,74.8673170731707
SWZ,1973,52.468
SXM,1973,72.096
SYC,1973,
SYR,1973,60.691
TCA,1973,60.172
TCD,1973,41.78
TGO,1973,47.597
THA,1973,59.836
TJK,1973,57.94
TKM,1973,58.832
TLS,1973,38.994
TON,1973,64.242
TTO,1973,65.561
TUN,1973,57.2
TUR,1973,58.521
TUV,1973,57.197
TZA,1973,47.978
UGA,1973,46.84
UKR,1973,69.0430975609756
URY,1973,69.096
USA,1973,71.3560975609756
UZB,1973,61.676
VCT,1973,68.583
VEN,1973,65.936
VGB,1973,67.809
VIR,1973,67.0704878048781
VNM,1973,56.786
VUT,1973,56.95
WSM,1973,61.747
YEM,1973,43.348
ZAF,1973,56.722
ZMB,1973,53.3
ZWE,1973,57.367
AFG,1974,39.55
AGO,1974,41.652
ALB,1974,67.769
ARE,1974,64.338
ARG,1974,66.563
ARM,1974,64.825
ASM,1974,
ATG,1974,71.747
AUS,1974,72.2360975609756
AUT,1974,71.0121951219512
AZE,1974,60.228
BDI,1974,43.012
BEL,1974,71.9858536585366
BEN,1974,44.085
BFA,1974,41.354
BGD,1974,49.16
BGR,1974,71.2080487804878
BHR,1974,67.864
BHS,1974,67.001
BIH,1974,68.862
BLR,1974,70.8546829268293
BLZ,1974,65.03
BMU,1974,72.394
BOL,1974,48.446
BRA,1974,58.881
BRB,1974,69.519
BRN,1974,66.528
BTN,1974,43.265
BWA,1974,57.424
CAF,1974,47.402
CAN,1974,73.2375609756098
CHE,1974,74.2870731707317
CHL,1974,64.901
CHN,1974,60.168
CIV,1974,47.506
CMR,1974,49.571
COD,1974,44.41
COG,1974,55.059
COL,1974,63.64
COM,1974,47.474
CPV,1974,56.837
CRI,1974,68.454
CUB,1974,70.57
CYM,1974,
CYP,1974,55.23
CZE,1974,70.0865853658537
DEU,1974,71.4189268292683
DJI,1974,49.524
DMA,1974,68.785
DNK,1974,73.8082926829268
DOM,1974,58.65
DZA,1974,46.034
ECU,1974,59.526
EGY,1974,51.838
ERI,1974,42.243
ESP,1974,72.969756097561
EST,1974,70.0786097560976
ETH,1974,39.453
FIN,1974,71.1348780487805
FJI,1974,61.686
FRA,1974,72.6048780487805
FSM,1974,62.499
GAB,1974,54.567
GBR,1974,72.5243902439024
GEO,1974,65.591
GHA,1974,48.777
GIN,1974,40.137
GMB,1974,41.954
GNB,1974,41.757
GNQ,1974,40.186
GRC,1974,73.4155853658537
GRD,1974,67.583
GTM,1974,54.039
GUM,1974,66.01
GUY,1974,60.76
HKG,1974,72.5978048780488
HND,1974,52.313
HRV,1974,70.1436585365854
HTI,1974,48.419
HUN,1974,69.2480487804878
IDN,1974,55.429
IND,1974,50.244
IRL,1974,71.1755609756098
IRN,1974,53.854
IRQ,1974,60.898
ISL,1974,74.5117073170732
ISR,1974,71.6617073170732
ITA,1974,72.7343902439025
JAM,1974,67.838
JOR,1974,63.434
JPN,1974,73.6721951219512
KAZ,1974,61.5249756097561
KEN,1974,55.634
KGZ,1974,59.3270487804878
KHM,1974,39.803
KIR,1974,56.266
KNA,1974,61.722
KOR,1974,63.8048780487805
KWT,1974,67.93
LAO,1974,45.532
LBN,1974,67.294
LBR,1974,42.383
LBY,1974,59.588
LCA,1974,65.564
LIE,1974,
LKA,1974,65.999
LSO,1974,52.372
LTU,1974,71.2441463414634
LUX,1974,70.1571707317073
LVA,1974,69.7409756097561
MAC,1974,70.995
MAF,1974,71.961
MAR,1974,50.673
MDA,1974,64.211
MDG,1974,49.218
MDV,1974,49.359
MEX,1974,62.459
MHL,1974,60.081
MKD,1974,66.592
MLI,1974,35.426
MLT,1974,71.5136341463415
MMR,1974,52.246
MNE,1974,71.220756097561
MNG,1974,55.215
MNP,1974,
MOZ,1974,42.065
MRT,1974,52.184
MUS,1974,61.643756097561
MWI,1974,39.271
MYS,1974,65.209
NAM,1974,55.893
NCL,1974,64.8243902439024
NER,1974,36.003
NGA,1974,42.791
NIC,1974,55.85
NLD,1974,74.5368292682927
NOR,1974,74.7536585365854
NPL,1974,44.464
NZL,1974,71.9243902439024
OMN,1974,52.098
PAK,1974,55.472
PAN,1974,67.653
PER,1974,57.483
PHL,1974,61.68
PLW,1974,
PNG,1974,54.48
POL,1974,71.1170731707317
PRI,1974,71.634
PRK,1974,62.962
PRT,1974,68.019512195122
PRY,1974,63.233
PSE,1974,
PYF,1974,63.501
QAT,1974,68.552
ROU,1974,69.499756097561
RUS,1974,68.320243902439
RWA,1974,45.304
SAU,1974,57.017
SDN,1974,53.23
SEN,1974,43.211
SGP,1974,70.2013414634146
SLB,1974,59.356
SLE,1974,40.691
SLV,1974,54.668
SOM,1974,43.818
SRB,1974,68.0056829268293
SSD,1974,36.514
STP,1974,58.042
SUR,1974,60.841
SVK,1974,70.1781707317073
SVN,1974,70.1609756097561
SWE,1974,74.9804878048781
SWZ,1974,53.086
SXM,1974,72.309
SYC,1974,
SYR,1974,63.119
TCA,1974,64.501
TCD,1974,41.785
TGO,1974,48.099
THA,1974,60.552
TJK,1974,58.449
TKM,1974,59.256
TLS,1974,36.877
TON,1974,64.595
TTO,1974,66.848
TUN,1974,58.282
TUR,1974,59.051
TUV,1974,57.946
TZA,1974,48.306
UGA,1974,46.612
UKR,1974,68.9340243902439
URY,1974,69.193
USA,1974,71.9560975609756
UZB,1974,62.006
VCT,1974,69.079
VEN,1974,66.526
VGB,1974,68.025
VIR,1974,67.2836829268293
VNM,1974,55.83
VUT,1974,57.515
WSM,1974,62.25
YEM,1974,44.325
ZAF,1974,57.117
ZMB,1974,53.87
ZWE,1974,57.494
AFG,1975,40.1
AGO,1975,41.191
ALB,1975,68.328
ARE,1975,65.08
ARG,1975,67.081
ARM,1975,64.962
ASM,1975,
ATG,1975,71.977
AUS,1975,72.6253658536586
AUT,1975,71.1146341463415
AZE,1975,60.337
BDI,1975,42.982
BEL,1975,71.9712195121951
BEN,1975,44.681
BFA,1975,42.307
BGD,1975,50.292
BGR,1975,71.049756097561
BHR,1975,68.466
BHS,1975,67.221
BIH,1975,69.405
BLR,1975,70.4570975609756
BLZ,1975,65.942
BMU,1975,72.573
BOL,1975,48.826
BRA,1975,59.353
BRB,1975,69.921
BRN,1975,67.107
BTN,1975,44.09
BWA,1975,57.998
CAF,1975,47.913
CAN,1975,73.5217073170732
CHE,1975,74.6656097560976
CHL,1975,66.279
CHN,1975,60.917
CIV,1975,48.346
CMR,1975,49.718
COD,1975,44.471
COG,1975,55.323
COL,1975,64.27
COM,1975,46.628
CPV,1975,57.89
CRI,1975,69.4
CUB,1975,71.079
CYM,1975,
CYP,1975,70.518
CZE,1975,70.4146341463415
DEU,1975,71.259243902439
DJI,1975,49.87
DMA,1975,69.171
DNK,1975,74.0751219512195
DOM,1975,59.236
DZA,1975,46.972
ECU,1975,60.232
EGY,1975,52.591
ERI,1975,42.24
ESP,1975,73.3187804878049
EST,1975,69.3543658536585
ETH,1975,39.356
FIN,1975,71.6736585365854
FJI,1975,61.852
FRA,1975,72.8536585365854
FSM,1975,62.802
GAB,1975,55.035
GBR,1975,72.7243902439024
GEO,1975,65.874
GHA,1975,49.246
GIN,1975,40.591
GMB,1975,42.444
GNB,1975,42.053
GNQ,1975,35.812
GRC,1975,73.3763658536586
GRD,1975,67.971
GTM,1975,54.824
GUM,1975,66.577
GUY,1975,60.819
HKG,1975,73.3621951219512
HND,1975,57.548
HRV,1975,70.0019512195122
HTI,1975,48.681
HUN,1975,69.29
IDN,1975,55.968
IND,1975,50.812
IRL,1975,71.7530487804878
IRN,1975,54.761
IRQ,1975,61.464
ISL,1975,75.5787804878049
ISR,1975,72.0451219512195
ITA,1975,72.6473170731708
JAM,1975,68.048
JOR,1975,63.961
JPN,1975,74.2470731707317
KAZ,1975,61.7906097560976
KEN,1975,55.826
KGZ,1975,59.461756097561
KHM,1975,11.995
KIR,1975,56.471
KNA,1975,63.098
KOR,1975,64.1536585365854
KWT,1975,67.892
LAO,1975,45.892
LBN,1975,58.128
LBR,1975,42.774
LBY,1975,60.81
LCA,1975,65.921
LIE,1975,
LKA,1975,66.237
LSO,1975,52.987
LTU,1975,70.8673170731707
LUX,1975,70.2986097560976
LVA,1975,68.9253658536585
MAC,1975,71.419
MAF,1975,72.118
MAR,1975,51.244
MDA,1975,64.348
MDG,1975,49.527
MDV,1975,50.519
MEX,1975,62.81
MHL,1975,60.297
MKD,1975,66.9877804878049
MLI,1975,36.225
MLT,1975,71.5316341463415
MMR,1975,52.516
MNE,1975,71.174243902439
MNG,1975,55.65
MNP,1975,
MOZ,1975,42.582
MRT,1975,52.65
MUS,1975,62.3558048780488
MWI,1975,40.222
MYS,1975,65.712
NAM,1975,56.547
NCL,1975,65.2731707317073
NER,1975,36.588
NGA,1975,43.662
NIC,1975,56.036
NLD,1975,74.4987804878049
NOR,1975,74.8175609756098
NPL,1975,45.04
NZL,1975,72.219512195122
OMN,1975,53.297
PAK,1975,55.905
PAN,1975,68.079
PER,1975,57.905
PHL,1975,61.704
PLW,1975,
PNG,1975,55.039
POL,1975,70.5609756097561
PRI,1975,71.92
PRK,1975,63.526
PRT,1975,68.309756097561
PRY,1975,63.445
PSE,1975,
PYF,1975,63.889
QAT,1975,69.008
ROU,1975,69.6139024390244
RUS,1975,67.7239024390244
RWA,1975,44.698
SAU,1975,58.068
SDN,1975,53.377
SEN,1975,44.099
SGP,1975,70.7834390243902
SLB,1975,58.078
SLE,1975,41.173
SLV,1975,54.875
SOM,1975,44.182
SRB,1975,68.182243902439
SSD,1975,36.746
STP,1975,58.263
SUR,1975,61.049
SVK,1975,70.3050487804878
SVN,1975,70.3585365853659
SWE,1975,74.9846341463415
SWZ,1975,53.824
SXM,1975,72.579
SYC,1975,
SYR,1975,63.538
TCA,1975,67.985
TCD,1975,41.872
TGO,1975,48.729
THA,1975,61.272
TJK,1975,58.876
TKM,1975,59.525
TLS,1975,24.834
TON,1975,64.844
TTO,1975,66.786
TUN,1975,59.468
TUR,1975,59.497
TUV,1975,58.535
TZA,1975,48.722
UGA,1975,46.267
UKR,1975,69.0463170731707
URY,1975,69.335
USA,1975,72.6048780487805
UZB,1975,62.181
VCT,1975,69.367
VEN,1975,67.075
VGB,1975,67.834
VIR,1975,67.4678048780488
VNM,1975,62.882
VUT,1975,58.087
WSM,1975,62.764
YEM,1975,45.245
ZAF,1975,57.512
ZMB,1975,54.239
ZWE,1975,57.552
AFG,1976,40.645
AGO,1976,41.163
ALB,1976,68.704
ARE,1976,65.82
ARG,1976,67.228
ARM,1976,65.161
ASM,1976,
ATG,1976,72.359
AUS,1976,73.0146341463415
AUT,1976,71.5658536585366
AZE,1976,60.521
BDI,1976,43.144
BEL,1976,72.119756097561
BEN,1976,45.488
BFA,1976,43.245
BGD,1976,50.647
BGR,1976,71.3948780487805
BHR,1976,69.118
BHS,1976,67.84
BIH,1976,69.648
BLR,1976,70.3968292682927
BLZ,1976,66.268
BMU,1976,71.862
BOL,1976,49.264
BRA,1976,59.792
BRB,1976,70.208
BRN,1976,67.608
BTN,1976,44.947
BWA,1976,58.583
CAF,1976,48.395
CAN,1976,73.8560975609756
CHE,1976,74.7853658536585
CHL,1976,65.855
CHN,1976,61.796
CIV,1976,49.291
CMR,1976,49.88
COD,1976,44.656
COG,1976,55.602
COL,1976,64.845
COM,1976,48.523
CPV,1976,58.65
CRI,1976,70.294
CUB,1976,71.524
CYM,1976,
CYP,1976,71.04
CZE,1976,70.5326829268293
DEU,1976,71.7122195121951
DJI,1976,50.058
DMA,1976,68.985
DNK,1976,73.739756097561
DOM,1976,59.791
DZA,1976,47.985
ECU,1976,60.89
EGY,1976,53.365
ERI,1976,42.656
ESP,1976,73.6426829268293
EST,1976,68.9256829268293
ETH,1976,41.895
FIN,1976,71.8129268292683
FJI,1976,61.975
FRA,1976,73.1024390243903
FSM,1976,63.092
GAB,1976,55.569
GBR,1976,72.7756097560976
GEO,1976,66.029
GHA,1976,49.764
GIN,1976,41.024
GMB,1976,43.039
GNB,1976,42.419
GNQ,1976,28.921
GRC,1976,73.634
GRD,1976,68.151
GTM,1976,49.169
GUM,1976,67.032
GUY,1976,60.892
HKG,1976,72.7890243902439
HND,1976,58.158
HRV,1976,70.4553658536585
HTI,1976,48.956
HUN,1976,69.5731707317073
IDN,1976,56.514
IND,1976,51.388
IRL,1976,71.8566097560976
IRN,1976,55.7
IRQ,1976,63.715
ISL,1976,76.9721951219512
ISR,1976,72.9560975609756
ITA,1976,72.9919512195122
JAM,1976,68.425
JOR,1976,64.49
JPN,1976,74.6865853658537
KAZ,1976,61.6403414634146
KEN,1976,55.895
KGZ,1976,59.6655853658537
KHM,1976,12.013
KIR,1976,56.628
KNA,1976,63.682
KOR,1976,64.5024390243902
KWT,1976,68.206
LAO,1976,45.603
LBN,1976,33.737
LBR,1976,43.183
LBY,1976,62.06
LCA,1976,66.256
LIE,1976,
LKA,1976,66.513
LSO,1976,53.487
LTU,1976,70.9580487804878
LUX,1976,69.9751463414634
LVA,1976,69.0478048780488
MAC,1976,71.85
MAF,1976,72.226
MAR,1976,51.936
MDA,1976,64.496
MDG,1976,49.666
MDV,1976,51.592
MEX,1976,63.123
MHL,1976,60.486
MKD,1976,67.7455609756098
MLI,1976,37.195
MLT,1976,71.4693414634147
MMR,1976,52.982
MNE,1976,71.5699512195122
MNG,1976,55.432
MNP,1976,
MOZ,1976,42.635
MRT,1976,52.917
MUS,1976,62.8667804878049
MWI,1976,41.227
MYS,1976,66.277
NAM,1976,57.015
NCL,1976,65.7219512195122
NER,1976,36.976
NGA,1976,44.721
NIC,1976,56.299
NLD,1976,74.6470731707317
NOR,1976,75.039512195122
NPL,1976,45.544
NZL,1976,72.4219512195122
OMN,1976,55.221
PAK,1976,56.113
PAN,1976,68.381
PER,1976,58.266
PHL,1976,61.614
PLW,1976,
PNG,1976,55.569
POL,1976,70.6560975609756
PRI,1976,72.262
PRK,1976,64.143
PRT,1976,68.8609756097561
PRY,1976,63.705
PSE,1976,
PYF,1976,64.378
QAT,1976,69.385
ROU,1976,69.6987804878049
RUS,1976,67.4875609756098
RWA,1976,44.647
SAU,1976,58.966
SDN,1976,53.462
SEN,1976,45.098
SGP,1976,71.1650731707317
SLB,1976,60.749
SLE,1976,41.631
SLV,1976,54.627
SOM,1976,44.568
SRB,1976,68.4552926829268
SSD,1976,36.84
STP,1976,58.576
SUR,1976,61.25
SVK,1976,70.4631951219512
SVN,1976,70.3073170731707
SWE,1976,74.9692682926829
SWZ,1976,54.658
SXM,1976,72.709
SYC,1976,
SYR,1976,63.922
TCA,1976,69.865
TCD,1976,42.036
TGO,1976,49.328
THA,1976,61.978
TJK,1976,59.167
TKM,1976,59.668
TLS,1976,25.957
TON,1976,65.127
TTO,1976,66.273
TUN,1976,60.426
TUR,1976,59.965
TUV,1976,59.159
TZA,1976,49.236
UGA,1976,45.869
UKR,1976,69.0428536585366
URY,1976,69.523
USA,1976,72.8560975609756
UZB,1976,62.506
VCT,1976,69.391
VEN,1976,67.554
VGB,1976,68.074
VIR,1976,67.6617804878049
VNM,1976,64.775
VUT,1976,58.659
WSM,1976,63.214
YEM,1976,46.238
ZAF,1976,58.006
ZMB,1976,54.604
ZWE,1976,56.936
AFG,1977,41.228
AGO,1977,41.437
ALB,1977,69.121
ARE,1977,66.514
ARG,1977,67.861
ARM,1977,65.364
ASM,1977,
ATG,1977,72.546
AUS,1977,73.3443902439024
AUT,1977,71.9146341463415
AZE,1977,60.627
BDI,1977,43.513
BEL,1977,72.7739024390244
BEN,1977,46.176
BFA,1977,44.147
BGD,1977,51.197
BGR,1977,70.8160975609756
BHR,1977,69.604
BHS,1977,67.88
BIH,1977,70.041
BLR,1977,70.2890243902439
BLZ,1977,66.518
BMU,1977,72.083
BOL,1977,49.734
BRA,1977,60.24
BRB,1977,70.719
BRN,1977,68.075
BTN,1977,45.789
BWA,1977,59.169
CAF,1977,48.838
CAN,1977,74.2156097560976
CHE,1977,75.2380487804878
CHL,1977,67.402
CHN,1977,62.538
CIV,1977,50.184
CMR,1977,49.995
COD,1977,44.763
COG,1977,55.806
COL,1977,65.424
COM,1977,49.047
CPV,1977,59.568
CRI,1977,71.288
CUB,1977,71.895
CYM,1977,
CYP,1977,71.302
CZE,1977,70.5734146341463
DEU,1977,72.3073170731707
DJI,1977,50.568
DMA,1977,68.759
DNK,1977,74.6324390243903
DOM,1977,60.319
DZA,1977,49.191
ECU,1977,61.559
EGY,1977,54.134
ERI,1977,43.175
ESP,1977,74.1319512195122
EST,1977,69.3248292682927
ETH,1977,41.893
FIN,1977,72.350243902439
FJI,1977,62.273
FRA,1977,73.3512195121951
FSM,1977,63.363
GAB,1977,56.089
GBR,1977,73.2243902439024
GEO,1977,66.471
GHA,1977,50.085
GIN,1977,41.411
GMB,1977,43.44
GNB,1977,42.718
GNQ,1977,40.501
GRC,1977,73.6708048780488
GRD,1977,67.475
GTM,1977,55.816
GUM,1977,67.922
GUY,1977,60.955
HKG,1977,73.3492682926829
HND,1977,58.746
HRV,1977,70.7443902439024
HTI,1977,49.209
HUN,1977,69.8480487804878
IDN,1977,57.081
IND,1977,51.909
IRL,1977,71.9973902439024
IRN,1977,56.577
IRQ,1977,64.228
ISL,1977,76.3736585365854
ISR,1977,72.9585365853659
ITA,1977,73.3646341463415
JAM,1977,68.534
JOR,1977,64.981
JPN,1977,75.2558536585366
KAZ,1977,61.853
KEN,1977,56.486
KGZ,1977,60.039756097561
KHM,1977,28.91
KIR,1977,56.032
KNA,1977,63.781
KOR,1977,64.9
KWT,1977,68.585
LAO,1977,45.973
LBN,1977,59.284
LBR,1977,43.619
LBY,1977,62.786
LCA,1977,66.887
LIE,1977,
LKA,1977,66.551
LSO,1977,54.045
LTU,1977,70.809512195122
LUX,1977,71.4586585365854
LVA,1977,69.1046341463415
MAC,1977,72.263
MAF,1977,72.235
MAR,1977,52.704
MDA,1977,64.506
MDG,1977,49.757
MDV,1977,52.632
MEX,1977,63.434
MHL,1977,60.633
MKD,1977,68.4434390243903
MLI,1977,38.106
MLT,1977,71.6942195121951
MMR,1977,53.305
MNE,1977,71.3515365853658
MNG,1977,55.501
MNP,1977,
MOZ,1977,42.7
MRT,1977,53.37
MUS,1977,63.7620975609756
MWI,1977,42.233
MYS,1977,66.811
NAM,1977,57.553
NCL,1977,66.1707317073171
NER,1977,37.644
NGA,1977,45.558
NIC,1977,56.243
NLD,1977,75.2214634146342
NOR,1977,75.3868292682927
NPL,1977,46.005
NZL,1977,72.1682926829268
OMN,1977,56.257
PAK,1977,56.252
PAN,1977,68.603
PER,1977,58.617
PHL,1977,62.149
PLW,1977,
PNG,1977,56.037
POL,1977,70.4024390243902
PRI,1977,72.616
PRK,1977,64.655
PRT,1977,70.0121951219512
PRY,1977,63.941
PSE,1977,
PYF,1977,64.936
QAT,1977,69.837
ROU,1977,69.7419512195122
RUS,1977,67.3763414634146
RWA,1977,44.797
SAU,1977,59.947
SDN,1977,53.648
SEN,1977,46.152
SGP,1977,71.3711219512195
SLB,1977,60.864
SLE,1977,42.06
SLV,1977,54.024
SOM,1977,46.918
SRB,1977,68.7467317073171
SSD,1977,37.325
STP,1977,58.83
SUR,1977,61.453
SVK,1977,70.4231219512195
SVN,1977,70.5560975609756
SWE,1977,75.379756097561
SWZ,1977,55.598
SXM,1977,72.269
SYC,1977,
SYR,1977,63.764
TCA,1977,70.584
TCD,1977,42.255
TGO,1977,49.76
THA,1977,62.354
TJK,1977,59.377
TKM,1977,59.877
TLS,1977,24.427
TON,1977,65.302
TTO,1977,66.641
TUN,1977,61.543
TUR,1977,60.743
TUV,1977,59.672
TZA,1977,49.842
UGA,1977,45.511
UKR,1977,68.8185609756098
URY,1977,69.746
USA,1977,73.2560975609756
UZB,1977,62.329
VCT,1977,69.676
VEN,1977,67.957
VGB,1977,68.163
VIR,1977,67.8813414634146
VNM,1977,65.049
VUT,1977,59.223
WSM,1977,63.642
YEM,1977,47.286
ZAF,1977,58.492
ZMB,1977,54.709
ZWE,1977,56.285
AFG,1978,40.271
AGO,1978,41.83
ALB,1978,69.309
ARE,1978,67.209
ARG,1978,68.197
ARM,1978,65.701
ASM,1978,
ATG,1978,72.871
AUS,1978,73.6741463414634
AUT,1978,72.0121951219512
AZE,1978,60.713
BDI,1978,43.764
BEL,1978,72.6980487804878
BEN,1978,46.961
BFA,1978,45.073
BGD,1978,51.254
BGR,1978,71.1846341463415
BHR,1978,69.978
BHS,1978,67.562
BIH,1978,70.132
BLR,1978,70.0817317073171
BLZ,1978,66.885
BMU,1978,72.854
BOL,1978,50.181
BRA,1978,60.72
BRB,1978,71.122
BRN,1978,68.487
BTN,1978,46.599
BWA,1978,59.691
CAF,1978,49.239
CAN,1978,74.529756097561
CHE,1978,75.1873170731707
CHL,1978,68.074
CHN,1978,63.218
CIV,1978,50.927
CMR,1978,50.28
COD,1978,44.537
COG,1978,56.065
COL,1978,65.954
COM,1978,49.67
CPV,1978,60.306
CRI,1978,72.239
CUB,1978,72.201
CYM,1978,
CYP,1978,71.767
CZE,1978,70.6439024390244
DEU,1978,72.2904146341464
DJI,1978,51.049
DMA,1978,70.441
DNK,1978,74.3929268292683
DOM,1978,60.822
DZA,1978,50.353
ECU,1978,62.153
EGY,1978,54.99
ERI,1978,43.561
ESP,1978,74.2956097560976
EST,1978,68.9206097560976
ETH,1978,41.9
FIN,1978,72.8970731707317
FJI,1978,62.527
FRA,1978,73.6024390243903
FSM,1978,63.72
GAB,1978,56.659
GBR,1978,73.1756097560976
GEO,1978,66.695
GHA,1978,50.571
GIN,1978,41.901
GMB,1978,43.583
GNB,1978,43.033
GNQ,1978,40.793
GRC,1978,74.358756097561
GRD,1978,67.668
GTM,1978,55.963
GUM,1978,68.686
GUY,1978,61.052
HKG,1978,73.5407317073171
HND,1978,59.334
HRV,1978,70.5387804878049
HTI,1978,49.428
HUN,1978,69.3939024390244
IDN,1978,57.565
IND,1978,52.492
IRL,1978,71.9963170731707
IRN,1978,55.926
IRQ,1978,64.401
ISL,1978,76.6492682926829
ISR,1978,73.2073170731707
ITA,1978,73.6931707317073
JAM,1978,68.755
JOR,1978,65.436
JPN,1978,75.5846341463415
KAZ,1978,62.0656097560976
KEN,1978,56.944
KGZ,1978,60.3756097560976
KHM,1978,36.982
KIR,1978,56.91
KNA,1978,63.352
KOR,1978,65.1975609756098
KWT,1978,69.012
LAO,1978,46.207
LBN,1978,59.382
LBR,1978,44.046
LBY,1978,63.567
LCA,1978,67.332
LIE,1978,
LKA,1978,67.566
LSO,1978,54.669
LTU,1978,70.6046341463415
LUX,1978,71.4958048780488
LVA,1978,68.9878048780488
MAC,1978,72.69
MAF,1978,72.302
MAR,1978,53.499
MDA,1978,64.523
MDG,1978,49.813
MDV,1978,51.105
MEX,1978,63.778
MHL,1978,60.742
MKD,1978,69.3591463414634
MLI,1978,39.062
MLT,1978,71.7854146341463
MMR,1978,53.474
MNE,1978,71.1449268292683
MNG,1978,55.547
MNP,1978,
MOZ,1978,42.795
MRT,1978,53.855
MUS,1978,64.5939268292683
MWI,1978,43.29
MYS,1978,67.285
NAM,1978,58.085
NCL,1978,66.3036585365854
NER,1978,38.45
NGA,1978,46.019
NIC,1978,53.571
NLD,1978,75.1451219512195
NOR,1978,75.4185365853659
NPL,1978,46.682
NZL,1978,73.019512195122
OMN,1978,57.709
PAK,1978,56.737
PAN,1978,68.761
PER,1978,58.973
PHL,1978,62.185
PLW,1978,
PNG,1978,56.554
POL,1978,70.3512195121951
PRI,1978,72.816
PRK,1978,65.187
PRT,1978,70.3170731707317
PRY,1978,64.132
PSE,1978,
PYF,1978,65.549
QAT,1978,70.19
ROU,1978,69.4804878048781
RUS,1978,67.3909756097561
RWA,1978,45.48
SAU,1978,60.872
SDN,1978,53.44
SEN,1978,47.197
SGP,1978,71.546756097561
SLB,1978,61.911
SLE,1978,42.46
SLV,1978,53.245
SOM,1978,46.95
SRB,1978,68.673756097561
SSD,1978,37.649
STP,1978,59.325
SUR,1978,61.684
SVK,1978,70.4264390243902
SVN,1978,70.7024390243902
SWE,1978,75.4690243902439
SWZ,1978,56.477
SXM,1978,71.961
SYC,1978,
SYR,1978,65.806
TCA,1978,70.227
TCD,1978,42.504
TGO,1978,50.232
THA,1978,62.74
TJK,1978,59.531
TKM,1978,60.265
TLS,1978,21.837
TON,1978,65.578
TTO,1978,67.438
TUN,1978,62.338
TUR,1978,61.37
TUV,1978,60.133
TZA,1978,50.321
UGA,1978,45.207
UKR,1978,68.7599756097561
URY,1978,69.999
USA,1978,73.3560975609756
UZB,1978,62.563
VCT,1978,69.586
VEN,1978,68.313
VGB,1978,67.644
VIR,1978,68.0486341463415
VNM,1978,65.529
VUT,1978,59.847
WSM,1978,63.999
YEM,1978,48.392
ZAF,1978,58.979
ZMB,1978,54.61
ZWE,1978,54.593
AFG,1979,39.086
AGO,1979,42.175
ALB,1979,69.584
ARE,1979,67.846
ARG,1979,68.491
ARM,1979,66.041
ASM,1979,
ATG,1979,73.035
AUS,1979,74.0039024390244
AUT,1979,72.3121951219512
AZE,1979,60.867
BDI,1979,44.59
BEL,1979,73.1936585365854
BEN,1979,47.362
BFA,1979,45.903
BGD,1979,51.464
BGR,1979,71.3082926829268
BHR,1979,70.456
BHS,1979,67.366
BIH,1979,70.34
BLR,1979,69.9336341463415
BLZ,1979,67.399
BMU,1979,73.299
BOL,1979,50.665
BRA,1979,61.253
BRB,1979,71.526
BRN,1979,68.862
BTN,1979,47.411
BWA,1979,60.176
CAF,1979,49.597
CAN,1979,74.8663414634146
CHE,1979,75.4660975609756
CHL,1979,68.186
CHN,1979,63.865
CIV,1979,51.682
CMR,1979,50.575
COD,1979,45.207
COG,1979,56.314
COL,1979,66.38
COM,1979,50.251
CPV,1979,60.917
CRI,1979,72.423
CUB,1979,72.447
CYM,1979,
CYP,1979,71.895
CZE,1979,70.749512195122
DEU,1979,72.6301707317073
DJI,1979,51.518
DMA,1979,70.97
DNK,1979,74.2192682926829
DOM,1979,60.753
DZA,1979,51.755
ECU,1979,62.696
EGY,1979,55.802
ERI,1979,43.972
ESP,1979,74.8187804878049
EST,1979,68.7858536585366
ETH,1979,42.807
FIN,1979,73.1553658536586
FJI,1979,62.941
FRA,1979,73.8512195121951
FSM,1979,63.78
GAB,1979,57.053
GBR,1979,73.2756097560976
GEO,1979,67.074
GHA,1979,50.932
GIN,1979,42.393
GMB,1979,44.558
GNB,1979,43.39
GNQ,1979,41.653
GRC,1979,74.6210731707317
GRD,1979,67.9
GTM,1979,56.185
GUM,1979,69.579
GUY,1979,61.133
HKG,1979,73.6631707317073
HND,1979,59.908
HRV,1979,70.4273170731707
HTI,1979,49.675
HUN,1979,69.6153658536585
IDN,1979,58.153
IND,1979,53.06
IRL,1979,72.2680243902439
IRN,1979,58.55
IRQ,1979,64.791
ISL,1979,76.7731707317073
ISR,1979,73.5073170731707
ITA,1979,74.0026829268293
JAM,1979,69.048
JOR,1979,65.851
JPN,1979,76.1087804878049
KAZ,1979,62.2545853658537
KEN,1979,57.722
KGZ,1979,60.7950243902439
KHM,1979,42.279
KIR,1979,57.083
KNA,1979,63.233
KOR,1979,65.5463414634146
KWT,1979,69.677
LAO,1979,46.966
LBN,1979,59.467
LBR,1979,44.349
LBY,1979,64.26
LCA,1979,67.359
LIE,1979,
LKA,1979,68.13
LSO,1979,55.338
LTU,1979,70.4821951219512
LUX,1979,72.3307804878049
LVA,1979,68.4956097560976
MAC,1979,73.07
MAF,1979,72.387
